index,next_index,path_id,start_label,end_label
0,1020,0_to_9346,6,0
1020,9346,0_to_9346,6,0
0,195,0_to_8791,6,1
195,8791,0_to_8791,6,1
0,195,0_to_1366,6,2
195,3028,0_to_1366,6,2
3028,1366,0_to_1366,6,2
0,2658,0_to_6794,6,3
2658,6744,0_to_6794,6,3
6744,6794,0_to_6794,6,3
0,2658,0_to_5905,6,4
2658,718,0_to_5905,6,4
718,5905,0_to_5905,6,4
0,7917,0_to_3029,6,5
7917,3029,0_to_3029,6,5
0,195,0_to_9152,6,7
195,1413,0_to_9152,6,7
1413,9152,0_to_9152,6,7
0,381,0_to_4432,6,8
381,4432,0_to_4432,6,8
0,7917,0_to_3683,6,9
7917,6206,0_to_3683,6,9
6206,3683,0_to_3683,6,9
2,8141,2_to_457,8,0
8141,457,2_to_457,8,0
2,4210,2_to_4210,8,1
2,1985,2_to_6587,8,2
1985,1273,2_to_6587,8,2
1273,6587,2_to_6587,8,2
2,1611,2_to_5627,8,3
1611,5627,2_to_5627,8,3
2,4210,2_to_1859,8,4
4210,1859,2_to_1859,8,4
2,6879,2_to_1003,8,5
6879,1003,2_to_1003,8,5
2,5842,2_to_4206,8,6
5842,4206,2_to_4206,8,6
2,4210,2_to_9570,8,7
4210,9570,2_to_9570,8,7
2,9755,2_to_9755,8,9
3,1652,3_to_4455,5,0
1652,7996,3_to_4455,5,0
7996,6861,3_to_4455,5,0
6861,4455,3_to_4455,5,0
3,1652,3_to_4302,5,1
1652,7996,3_to_4302,5,1
7996,6730,3_to_4302,5,1
6730,4302,3_to_4302,5,1
3,1652,3_to_9051,5,2
1652,7996,3_to_9051,5,2
7996,1379,3_to_9051,5,2
1379,9051,3_to_9051,5,2
3,1989,3_to_530,5,3
1989,530,3_to_530,5,3
3,1652,3_to_3463,5,4
1652,7996,3_to_3463,5,4
7996,3463,3_to_3463,5,4
3,3405,3_to_2107,5,6
3405,2714,3_to_2107,5,6
2714,2107,3_to_2107,5,6
3,1652,3_to_4508,5,7
1652,7996,3_to_4508,5,7
7996,4508,3_to_4508,5,7
3,3405,3_to_3145,5,8
3405,2714,3_to_3145,5,8
2714,3145,3_to_3145,5,8
3,1652,3_to_6727,5,9
1652,7996,3_to_6727,5,9
7996,6727,3_to_6727,5,9
4,93,4_to_3924,8,0
93,3863,4_to_3924,8,0
3863,3924,4_to_3924,8,0
4,7761,4_to_9607,8,1
7761,1837,4_to_9607,8,1
1837,9607,4_to_9607,8,1
4,6615,4_to_2798,8,2
6615,8455,4_to_2798,8,2
8455,2798,4_to_2798,8,2
4,8149,4_to_8149,8,3
4,6615,4_to_537,8,4
6615,1569,4_to_537,8,4
1569,2676,4_to_537,8,4
2676,537,4_to_537,8,4
4,93,4_to_832,8,5
93,832,4_to_832,8,5
4,7761,4_to_2366,8,6
7761,1837,4_to_2366,8,6
1837,8585,4_to_2366,8,6
8585,2366,4_to_2366,8,6
4,7761,4_to_4360,8,7
7761,1837,4_to_4360,8,7
1837,9607,4_to_4360,8,7
9607,4360,4_to_4360,8,7
4,6615,4_to_798,8,9
6615,798,4_to_798,8,9
6,5569,6_to_5569,2,3
7,4274,7_to_3924,3,0
4274,3924,7_to_3924,3,0
7,4870,7_to_4870,3,1
7,1054,7_to_1764,3,2
1054,1764,7_to_1764,3,2
7,7996,7_to_3463,3,4
7996,3463,7_to_3463,3,4
7,7996,7_to_7996,3,5
7,8798,7_to_8662,3,6
8798,8662,7_to_8662,3,6
7,4870,7_to_4854,3,7
4870,4854,7_to_4854,3,7
7,3249,7_to_3011,3,8
3249,3011,7_to_3011,3,8
7,7996,7_to_6727,3,9
7996,6727,7_to_6727,3,9
8,9391,8_to_457,1,0
9391,3211,8_to_457,1,0
3211,457,8_to_457,1,0
8,6587,8_to_6587,1,2
8,1069,8_to_8517,1,3
1069,8517,8_to_8517,1,3
8,1616,8_to_3534,1,4
1616,3534,8_to_3534,1,4
8,1616,8_to_5218,1,5
1616,5397,8_to_5218,1,5
5397,8863,8_to_5218,1,5
8863,5218,8_to_5218,1,5
8,4206,8_to_4206,1,6
8,1494,8_to_1494,1,7
8,8744,8_to_8744,1,8
8,1616,8_to_6730,1,9
1616,6730,8_to_6730,1,9
11,9631,11_to_8219,4,0
9631,7654,11_to_8219,4,0
7654,8219,11_to_8219,4,0
11,6563,11_to_201,4,1
6563,201,11_to_201,4,1
11,2265,11_to_3074,4,2
2265,915,11_to_3074,4,2
915,3074,11_to_3074,4,2
11,303,11_to_6795,4,3
303,7969,11_to_6795,4,3
7969,6795,11_to_6795,4,3
11,416,11_to_361,4,5
416,361,11_to_361,4,5
11,8734,11_to_8662,4,6
8734,3683,11_to_8662,4,6
3683,8662,11_to_8662,4,6
11,7691,11_to_7691,4,7
11,4550,11_to_3875,4,8
4550,3875,11_to_3875,4,8
11,2297,11_to_2297,4,9
12,8267,12_to_9472,7,0
8267,7581,12_to_9472,7,0
7581,9472,12_to_9472,7,0
12,2988,12_to_4362,7,1
2988,2144,12_to_4362,7,1
2144,4362,12_to_4362,7,1
12,9675,12_to_3074,7,2
9675,3074,12_to_3074,7,2
12,9256,12_to_4951,7,3
9256,4951,12_to_4951,7,3
12,7840,12_to_8009,7,4
7840,8009,12_to_8009,7,4
12,2988,12_to_7996,7,5
2988,7285,12_to_7996,7,5
7285,7996,12_to_7996,7,5
12,920,12_to_4206,7,6
920,317,12_to_4206,7,6
317,724,12_to_4206,7,6
724,4206,12_to_4206,7,6
12,2988,12_to_323,7,8
2988,2856,12_to_323,7,8
2856,323,12_to_323,7,8
12,8885,12_to_7384,7,9
8885,7384,12_to_7384,7,9
13,730,13_to_1198,4,0
730,1198,13_to_1198,4,0
13,730,13_to_4037,4,1
730,4037,13_to_4037,4,1
13,730,13_to_6288,4,2
730,6042,13_to_6288,4,2
6042,6288,13_to_6288,4,2
13,730,13_to_1377,4,3
730,1377,13_to_1377,4,3
13,730,13_to_5021,4,5
730,5021,13_to_5021,4,5
13,730,13_to_8115,4,6
730,6707,13_to_8115,4,6
6707,8115,13_to_8115,4,6
13,730,13_to_610,4,7
730,610,13_to_610,4,7
13,730,13_to_784,4,8
730,784,13_to_784,4,8
13,730,13_to_5654,4,9
730,5654,13_to_5654,4,9
14,2395,14_to_9167,3,0
2395,143,14_to_9167,3,0
143,4576,14_to_9167,3,0
4576,4581,14_to_9167,3,0
4581,2738,14_to_9167,3,0
2738,9167,14_to_9167,3,0
14,2395,14_to_3058,3,1
2395,4837,14_to_3058,3,1
4837,4792,14_to_3058,3,1
4792,5102,14_to_3058,3,1
5102,7093,14_to_3058,3,1
7093,3058,14_to_3058,3,1
14,2395,14_to_4208,3,2
2395,143,14_to_4208,3,2
143,3410,14_to_4208,3,2
3410,9473,14_to_4208,3,2
9473,4208,14_to_4208,3,2
14,2395,14_to_3463,3,4
2395,4837,14_to_3463,3,4
4837,4792,14_to_3463,3,4
4792,2178,14_to_3463,3,4
2178,5588,14_to_3463,3,4
5588,3463,14_to_3463,3,4
14,2395,14_to_4233,3,5
2395,878,14_to_4233,3,5
878,4233,14_to_4233,3,5
14,2395,14_to_6744,3,6
2395,143,14_to_6744,3,6
143,8254,14_to_6744,3,6
8254,9098,14_to_6744,3,6
9098,1820,14_to_6744,3,6
1820,6744,14_to_6744,3,6
14,2395,14_to_3818,3,7
2395,4837,14_to_3818,3,7
4837,4792,14_to_3818,3,7
4792,2178,14_to_3818,3,7
2178,3818,14_to_3818,3,7
14,2395,14_to_4567,3,8
2395,4837,14_to_4567,3,8
4837,9029,14_to_4567,3,8
9029,4567,14_to_4567,3,8
14,2395,14_to_5588,3,9
2395,4837,14_to_5588,3,9
4837,4792,14_to_5588,3,9
4792,2178,14_to_5588,3,9
2178,5588,14_to_5588,3,9
15,4603,15_to_1198,4,0
4603,710,15_to_1198,4,0
710,730,15_to_1198,4,0
730,1198,15_to_1198,4,0
15,745,15_to_6183,4,1
745,9836,15_to_6183,4,1
9836,6183,15_to_6183,4,1
15,4603,15_to_3108,4,2
4603,5880,15_to_3108,4,2
5880,8069,15_to_3108,4,2
8069,3108,15_to_3108,4,2
15,3132,15_to_5868,4,3
3132,5868,15_to_5868,4,3
15,4603,15_to_6476,4,5
4603,3287,15_to_6476,4,5
3287,6476,15_to_6476,4,5
15,4603,15_to_8115,4,6
4603,3287,15_to_8115,4,6
3287,6707,15_to_8115,4,6
